Date,DayOfWeek,Guests,Event,Weather,Dish,Prepared_Qty,Sold_Qty,Waste_Qty
28-06-2024,Friday,388,Wedding,Hot,Fried Rice,50,47,3
10-02-2024,Saturday,244,,Sunny,Aloo Paratha,46,44,9
02-04-2024,Tuesday,288,,Rainy,Pizza Margherita,50,50,3
29-01-2024,Monday,242,,Cold,Chicken Curry,41,41,3
09-10-2024,Wednesday,92,,Hot,Veg Biryani,20,20,3
16-02-2024,Friday,201,Wedding,Cold,Idli Sambar,39,39,3
21-09-2024,Saturday,193,,Hot,Mutton Curry,40,39,7
19-06-2024,Wednesday,79,,Cloudy,Paneer Butter Masala,30,28,9
29-04-2024,Monday,282,,Rainy,Paneer Tikka,50,50,3
03-05-2024,Friday,185,,Sunny,Chicken Curry,43,42,7
16-08-2024,Friday,164,,Rainy,Idli Sambar,28,27,7
29-10-2024,Tuesday,119,Conference,Hot,Masala Dosa,50,49,7
03-12-2024,Tuesday,181,,Rainy,Idli Sambar,50,47,3
18-03-2024,Monday,296,Conference,Cold,Veg Biryani,50,50,3
17-07-2024,Wednesday,136,Wedding,Cold,Pizza Margherita,40,40,3
17-06-2024,Monday,216,,Cloudy,Chole Bhature,24,20,4
13-04-2024,Saturday,75,,Hot,Butter Naan,20,20,3
12-08-2024,Monday,234,Corporate Party,Hot,Veg Pulao,32,32,3
31-07-2024,Wednesday,185,Conference,Cold,Fried Rice,49,49,3
14-02-2024,Wednesday,336,Wedding,Sunny,Mutton Curry,50,49,7
03-11-2024,Sunday,183,Corporate Party,Cold,Veg Manchurian,50,46,4
05-04-2024,Friday,103,Wedding,Hot,Hakka Noodles,45,41,4
13-01-2024,Saturday,349,,Cloudy,Fried Rice,50,46,4
22-12-2024,Sunday,362,,Rainy,Veg Biryani,50,49,7
31-03-2024,Sunday,295,,Rainy,Dal Tadka,46,42,4
09-08-2024,Friday,280,,Sunny,Pasta Alfredo,33,33,3
12-10-2024,Saturday,363,,Sunny,Veg Manchurian,50,47,3
21-11-2024,Thursday,149,,Cloudy,Paneer Butter Masala,41,41,3
30-03-2024,Saturday,196,,Cloudy,Avocado Toast,40,36,4
12-04-2024,Friday,123,,Cold,Grilled Fish,24,24,3
05-08-2024,Monday,287,Corporate Party,Rainy,Pasta Alfredo,50,46,4
11-06-2024,Tuesday,342,Corporate Party,Cloudy,Dal Tadka,47,47,3
31-01-2024,Wednesday,390,,Rainy,Paneer Tikka,50,46,4
24-06-2024,Monday,91,,Rainy,Dal Tadka,20,20,3
19-02-2024,Monday,86,,Sunny,Veg Pulao,24,24,3
01-01-2024,Monday,78,Corporate Party,Sunny,Paneer Butter Masala,44,40,4
21-11-2024,Thursday,200,Corporate Party,Cold,Butter Naan,50,50,3
16-06-2024,Sunday,139,Wedding,Hot,Chicken Biryani,50,50,3
28-02-2024,Wednesday,150,,Sunny,Mutton Curry,24,22,9
20-01-2024,Saturday,388,Conference,Rainy,Idli Sambar,50,50,3
27-01-2024,Saturday,248,,Cold,Idli Sambar,42,42,3
16-10-2024,Wednesday,187,,Sunny,Paneer Butter Masala,25,25,3
11-02-2024,Sunday,208,Wedding,Cold,Paella,50,50,3
06-02-2024,Tuesday,316,,Cold,Masala Dosa,50,47,3
17-11-2024,Sunday,266,Wedding,Cloudy,Masala Dosa,50,50,3
14-07-2024,Sunday,300,,Rainy,Idli Sambar,39,37,9
22-08-2024,Thursday,315,,Hot,Veg Biryani,45,42,3
26-05-2024,Sunday,322,Conference,Hot,Dal Tadka,45,41,4
07-06-2024,Friday,208,,Cold,Chicken Curry,25,23,9
01-05-2024,Wednesday,367,,Cloudy,Idli Sambar,40,40,3
14-07-2024,Sunday,71,,Sunny,Veg Pulao,27,27,3
24-02-2024,Saturday,278,Festival,Rainy,Idli Sambar,47,47,3
12-01-2024,Friday,278,,Hot,Veg Manchurian,33,32,7
24-02-2024,Saturday,216,Wedding,Cloudy,Mutton Curry,50,46,4
19-06-2024,Wednesday,233,,Sunny,Pizza Margherita,32,29,3
14-06-2024,Friday,176,,Cold,Masala Dosa,49,49,3
24-12-2024,Tuesday,160,,Cloudy,Chicken Curry,22,22,3
13-12-2024,Friday,253,,Cold,Masala Dosa,29,27,9
27-07-2024,Saturday,173,,Cold,Butter Naan,45,45,3
12-06-2024,Wednesday,171,,Hot,Pizza Margherita,20,20,3
04-05-2024,Saturday,360,,Cloudy,Butter Naan,50,49,7
14-05-2024,Tuesday,265,,Hot,Masala Dosa,42,40,9
31-01-2024,Wednesday,55,,Rainy,Pav Bhaji,29,29,3
23-08-2024,Friday,58,,Cold,Fried Rice,20,20,3
16-12-2024,Monday,305,,Sunny,Aloo Paratha,50,50,3
15-05-2024,Wednesday,73,Wedding,Hot,Hakka Noodles,37,37,3
13-10-2024,Sunday,103,,Sunny,Veg Pulao,27,24,3
01-03-2024,Friday,326,,Hot,Veg Pulao,29,26,3
04-09-2024,Wednesday,377,Wedding,Sunny,Paneer Butter Masala,39,36,3
29-11-2024,Friday,279,Festival,Hot,Beetroot Salad,46,46,3
15-08-2024,Thursday,322,,Cloudy,Chicken Curry,50,50,3
05-07-2024,Friday,279,,Cold,Chicken Curry,50,50,3
06-06-2024,Thursday,338,Festival,Sunny,Veg Biryani,50,50,3
29-05-2024,Wednesday,285,,Cloudy,Chicken Biryani,29,29,3
24-06-2024,Monday,66,,Rainy,Chicken Biryani,28,28,3
05-07-2024,Friday,258,,Rainy,Veg Manchurian,35,31,4
30-06-2024,Sunday,396,,Rainy,Idli Sambar,50,50,3
14-03-2024,Thursday,95,Festival,Sunny,Veg Pulao,37,33,4
30-12-2024,Monday,295,Conference,Hot,Aloo Paratha,39,39,3
12-12-2024,Thursday,228,,Cold,Chicken Curry,50,50,3
04-11-2024,Monday,253,,Hot,Masala Dosa,25,25,3
09-03-2024,Saturday,369,,Cold,Grilled Fish,40,40,3
21-01-2024,Sunday,367,,Cloudy,Aloo Paratha,50,49,7
30-01-2024,Tuesday,87,Festival,Cloudy,Pav Bhaji,49,49,3
14-06-2024,Friday,220,Festival,Cold,Butter Naan,50,50,3
15-02-2024,Thursday,161,,Sunny,Grilled Fish,27,27,3
14-01-2024,Sunday,291,Conference,Sunny,Fried Rice,38,35,3
30-06-2024,Sunday,306,,Sunny,Mutton Curry,41,37,4
14-11-2024,Thursday,380,,Cloudy,Masala Dosa,50,50,3
06-08-2024,Tuesday,202,,Hot,Veg Pulao,42,38,4
09-09-2024,Monday,127,,Rainy,Fried Rice,33,33,3
06-09-2024,Friday,144,,Hot,Chicken Biryani,35,32,3
01-05-2024,Wednesday,342,,Rainy,Chicken Biryani,37,37,3
07-12-2024,Saturday,124,,Sunny,Idli Sambar,31,28,3
29-06-2024,Saturday,377,,Hot,Chicken Biryani,50,46,4
28-10-2024,Monday,78,,Hot,Sushi Rolls,42,41,7
07-08-2024,Wednesday,386,,Cold,Fried Rice,47,47,3
10-04-2024,Wednesday,213,Festival,Rainy,Ragi Mudde,50,50,3
07-11-2024,Thursday,394,,Cold,Masala Dosa,38,37,7
30-03-2024,Saturday,154,,Cold,Chicken Curry,36,32,4
19-05-2024,Sunday,309,,Hot,Pav Bhaji,28,28,3
30-04-2024,Tuesday,353,,Cloudy,Pizza Margherita,50,47,3
01-05-2024,Wednesday,300,,Cold,Pav Bhaji,44,44,3
02-10-2024,Wednesday,96,Conference,Sunny,Grilled Fish,48,46,9
23-04-2024,Tuesday,84,,Sunny,Chicken Curry,20,20,3
29-12-2024,Sunday,334,Corporate Party,Sunny,Veg Biryani,50,49,7
11-04-2024,Thursday,158,,Sunny,Paneer Butter Masala,23,23,3
20-12-2024,Friday,235,Conference,Rainy,Veg Manchurian,50,48,9
01-05-2024,Wednesday,368,,Cold,Chicken Biryani,50,50,3
03-05-2024,Friday,397,,Sunny,Avocado Toast,50,50,3
23-11-2024,Saturday,125,Festival,Cold,Dal Tadka,45,45,3
08-04-2024,Monday,205,,Sunny,Mutton Curry,22,22,3
16-05-2024,Thursday,245,,Sunny,Paneer Butter Masala,39,35,4
13-04-2024,Saturday,307,,Cloudy,Veg Biryani,36,33,3
02-09-2024,Monday,269,,Cloudy,Paneer Butter Masala,45,45,3
18-12-2024,Wednesday,125,,Sunny,Pasta Alfredo,26,26,3
05-07-2024,Friday,157,Festival,Hot,Masala Dosa,50,47,3
28-01-2024,Sunday,139,,Cold,Fried Rice,39,35,4
03-06-2024,Monday,285,,Rainy,Chicken Biryani,49,49,3
28-02-2024,Wednesday,314,Conference,Rainy,Idli Sambar,50,50,3
07-09-2024,Saturday,329,,Sunny,Mutton Curry,38,36,9
19-06-2024,Wednesday,56,,Cloudy,Chicken Biryani,33,33,3
16-03-2024,Saturday,195,,Cloudy,Chicken Curry,50,46,4
10-11-2024,Sunday,394,,Rainy,Chicken Curry,32,32,3
19-06-2024,Wednesday,396,,Sunny,Fried Rice,35,35,3
15-04-2024,Monday,330,Conference,Hot,Idli Sambar,31,31,3
24-04-2024,Wednesday,178,,Cloudy,Masala Dosa,31,31,3
19-04-2024,Friday,72,,Cloudy,Paneer Butter Masala,30,26,4
22-09-2024,Sunday,248,,Cold,Paneer Butter Masala,28,24,4
12-09-2024,Thursday,303,Festival,Hot,Chicken Curry,48,48,3
10-09-2024,Tuesday,116,,Hot,Dal Tadka,26,26,3
22-05-2024,Wednesday,126,,Hot,Chole Bhature,24,24,3
19-05-2024,Sunday,132,,Cloudy,Pav Bhaji,46,45,7
27-10-2024,Sunday,249,,Rainy,Butter Naan,30,30,3
20-08-2024,Tuesday,314,Conference,Cloudy,Paneer Butter Masala,49,46,3
26-10-2024,Saturday,297,,Sunny,Masala Dosa,34,33,7
06-10-2024,Sunday,127,,Cold,Fried Rice,40,40,3
26-10-2024,Saturday,157,Festival,Sunny,Veg Biryani,50,47,3
09-12-2024,Monday,107,Conference,Rainy,Chicken Curry,42,42,3
24-03-2024,Sunday,186,,Cold,Fried Rice,50,49,7
08-03-2024,Friday,276,,Cloudy,Chicken Curry,40,40,3
22-07-2024,Monday,331,,Cloudy,Butter Naan,45,45,3
25-11-2024,Monday,252,,Hot,Pizza Margherita,20,18,9
11-07-2024,Thursday,246,Festival,Cloudy,Mutton Curry,44,43,7
04-03-2024,Monday,350,,Cold,Paneer Butter Masala,39,39,3
11-02-2024,Sunday,317,,Cold,Chicken Biryani,44,44,3
21-12-2024,Saturday,366,Wedding,Hot,Paneer Tikka,50,50,3
12-06-2024,Wednesday,151,,Cloudy,Paneer Butter Masala,49,46,3
05-09-2024,Thursday,281,,Hot,Hakka Noodles,37,37,3
29-04-2024,Monday,182,,Sunny,Pav Bhaji,38,34,4
31-10-2024,Thursday,351,,Cold,Chicken Biryani,43,43,3
21-02-2024,Wednesday,360,Wedding,Hot,Chole Bhature,50,49,7
28-11-2024,Thursday,119,Wedding,Cloudy,Dal Tadka,48,48,3
05-01-2024,Friday,134,,Cold,Veg Biryani,24,24,3
06-06-2024,Thursday,51,,Cold,Fried Rice,20,20,3
20-08-2024,Tuesday,349,,Rainy,Veg Pulao,30,27,3
27-11-2024,Wednesday,294,Festival,Cold,Chicken Curry,48,48,3
07-11-2024,Thursday,213,,Hot,Chicken Biryani,22,21,7
19-12-2024,Thursday,300,,Hot,Chicken Biryani,23,22,7
16-09-2024,Monday,326,,Cloudy,Paneer Butter Masala,35,35,3
27-06-2024,Thursday,336,,Sunny,Kale Smoothie,50,46,4
25-12-2024,Wednesday,143,Festival,Rainy,Chole Bhature,50,50,3
26-06-2024,Wednesday,211,Festival,Hot,Pasta Alfredo,34,34,3
13-12-2024,Friday,150,,Sunny,Chicken Curry,47,43,4
19-12-2024,Thursday,205,,Hot,Masala Dosa,20,20,3
08-06-2024,Saturday,131,,Rainy,Chicken Biryani,45,41,4
19-12-2024,Thursday,215,,Hot,Idli Sambar,46,46,3
16-11-2024,Saturday,329,,Hot,Fried Rice,44,41,3
16-02-2024,Friday,110,,Hot,Chicken Biryani,35,35,3
31-08-2024,Saturday,283,,Rainy,Chicken Curry,50,47,3
26-11-2024,Tuesday,376,,Cloudy,Grilled Fish,50,48,9
23-08-2024,Friday,58,,Hot,Chicken Biryani,30,30,3
10-02-2024,Saturday,346,Wedding,Rainy,Chicken Curry,50,50,3
21-09-2024,Saturday,97,,Rainy,Paneer Tikka,37,36,7
03-08-2024,Saturday,248,,Sunny,Chole Bhature,48,48,3
08-07-2024,Monday,333,,Cold,Veg Biryani,36,36,3
03-05-2024,Friday,378,Festival,Cloudy,Chicken Curry,50,46,4
12-02-2024,Monday,367,,Sunny,Grilled Fish,41,39,9
24-11-2024,Sunday,361,,Rainy,Pav Bhaji,49,49,3
29-09-2024,Sunday,389,Conference,Cloudy,Chicken Biryani,50,47,3
03-06-2024,Monday,280,,Hot,Mutton Curry,38,38,3
05-11-2024,Tuesday,77,Festival,Cloudy,Masala Dosa,50,50,3
19-07-2024,Friday,201,Conference,Sunny,Pizza Margherita,50,50,3
26-06-2024,Wednesday,235,,Cold,Veg Pulao,36,36,3
10-08-2024,Saturday,57,,Sunny,Aloo Paratha,24,21,3
12-02-2024,Monday,57,,Cloudy,Fried Rice,20,18,9
14-11-2024,Thursday,195,Festival,Rainy,Dal Tadka,45,44,7
07-09-2024,Saturday,344,,Rainy,Aloo Paratha,38,36,9
06-04-2024,Saturday,176,,Hot,Mutton Curry,33,33,3
29-06-2024,Saturday,183,,Cloudy,Pizza Margherita,44,44,3
05-10-2024,Saturday,87,,Rainy,Chole Bhature,27,27,3
18-07-2024,Thursday,389,,Rainy,Ragi Mudde,38,37,7
27-02-2024,Tuesday,88,,Rainy,Veg Biryani,35,35,3
23-01-2024,Tuesday,68,Corporate Party,Cloudy,Chicken Biryani,34,31,3
24-05-2024,Friday,124,,Cold,Paneer Tikka,47,46,7
01-04-2024,Monday,208,Conference,Cold,Masala Dosa,50,47,3
28-08-2024,Wednesday,338,Wedding,Rainy,Pizza Margherita,50,46,4
10-02-2024,Saturday,394,Conference,Rainy,Chicken Biryani,50,48,9
04-10-2024,Friday,115,,Cold,Pasta Alfredo,31,29,9
05-02-2024,Monday,285,Conference,Cloudy,Masala Dosa,31,30,7
03-02-2024,Saturday,386,,Cloudy,Pumpkin Soup,50,50,3
12-01-2024,Friday,269,,Hot,Chicken Biryani,20,18,9
27-03-2024,Wednesday,228,Corporate Party,Rainy,Paneer Butter Masala,41,39,9
29-10-2024,Tuesday,105,Wedding,Hot,Pav Bhaji,36,36,3
02-02-2024,Friday,243,,Sunny,Chicken Curry,28,28,3
19-05-2024,Sunday,362,,Sunny,Veg Pulao,50,47,3
04-07-2024,Thursday,326,,Rainy,Masala Dosa,30,30,3
08-07-2024,Monday,217,,Sunny,Pav Bhaji,47,47,3
21-04-2024,Sunday,122,,Rainy,Butter Naan,31,31,3
05-02-2024,Monday,83,,Rainy,Mutton Curry,29,29,3
18-12-2024,Wednesday,314,Conference,Rainy,Fried Rice,50,50,3
10-11-2024,Sunday,354,Corporate Party,Sunny,Paneer Butter Masala,50,50,3
13-12-2024,Friday,84,,Cold,Pasta Alfredo,46,46,3
13-05-2024,Monday,357,,Cold,Chole Bhature,50,50,3
27-04-2024,Saturday,269,Corporate Party,Cloudy,Fried Rice,35,33,9
20-12-2024,Friday,385,Festival,Sunny,Butter Naan,41,41,3
09-01-2024,Tuesday,374,,Cold,Veg Manchurian,50,47,3
21-11-2024,Thursday,390,,Rainy,Idli Sambar,50,50,3
13-06-2024,Thursday,326,,Sunny,Veg Biryani,50,47,3
24-10-2024,Thursday,222,Wedding,Cloudy,Masala Dosa,50,50,3
23-09-2024,Monday,386,Conference,Cold,Fried Rice,50,50,3
02-10-2024,Wednesday,234,,Rainy,Chicken Biryani,34,34,3
21-03-2024,Thursday,365,,Sunny,Veg Biryani,35,34,7
11-02-2024,Sunday,167,,Hot,Paneer Butter Masala,36,32,4
01-06-2024,Saturday,261,Conference,Rainy,Pizza Margherita,50,46,4
17-05-2024,Friday,212,,Rainy,Hakka Noodles,29,28,7
28-07-2024,Sunday,245,,Cloudy,Veg Pulao,43,40,3
26-01-2024,Friday,307,Festival,Cold,Chicken Biryani,50,47,3
13-06-2024,Thursday,281,,Hot,Pav Bhaji,37,35,9
07-04-2024,Sunday,267,,Cloudy,Chole Bhature,27,27,3
11-08-2024,Sunday,376,,Rainy,Miso Soup,40,40,3
15-09-2024,Sunday,373,Wedding,Cold,Masala Dosa,49,48,7
27-11-2024,Wednesday,63,,Cloudy,Fried Rice,20,19,7
14-12-2024,Saturday,277,Corporate Party,Rainy,Pasta Alfredo,47,47,3
25-10-2024,Friday,109,,Rainy,Paneer Butter Masala,26,26,3
04-06-2024,Tuesday,319,,Rainy,Aloo Paratha,28,25,3
05-09-2024,Thursday,317,,Hot,Hakka Noodles,42,39,3
22-12-2024,Sunday,326,Conference,Cold,Pizza Margherita,50,50,3
25-12-2024,Wednesday,378,,Rainy,Beetroot Salad,38,36,9
08-01-2024,Monday,249,,Hot,Idli Sambar,35,34,7
15-03-2024,Friday,85,Wedding,Sunny,Grilled Fish,35,35,3
05-08-2024,Monday,132,,Cloudy,Fried Rice,40,37,3
05-06-2024,Wednesday,58,,Rainy,Grilled Fish,46,46,3
16-11-2024,Saturday,203,,Sunny,Pasta Alfredo,50,48,9
01-01-2024,Monday,169,,Cloudy,Aloo Paratha,45,44,7
15-10-2024,Tuesday,95,,Hot,Veg Pulao,20,18,9
26-02-2024,Monday,210,,Hot,Chicken Biryani,44,44,3
16-06-2024,Sunday,341,Wedding,Sunny,Fried Rice,48,48,3
17-05-2024,Friday,346,,Sunny,Veg Biryani,40,36,4
02-10-2024,Wednesday,256,Festival,Hot,Chicken Curry,41,38,3
03-10-2024,Thursday,319,,Cloudy,Chicken Curry,50,48,9
20-07-2024,Saturday,154,,Rainy,Idli Sambar,39,35,4
19-12-2024,Thursday,159,,Cloudy,Veg Biryani,32,32,3
20-08-2024,Tuesday,292,,Hot,Grilled Fish,40,40,3
17-02-2024,Saturday,238,,Hot,Grilled Fish,47,46,7
16-09-2024,Monday,389,,Rainy,Pizza Margherita,45,44,7
19-03-2024,Tuesday,266,,Hot,Hakka Noodles,43,43,3
24-11-2024,Sunday,99,,Cloudy,Aloo Paratha,46,43,3
22-07-2024,Monday,372,Wedding,Cold,Chicken Biryani,50,48,9
22-08-2024,Thursday,176,,Cloudy,Chicken Biryani,43,41,9
29-05-2024,Wednesday,321,,Sunny,Paneer Butter Masala,25,25,3
20-02-2024,Tuesday,363,,Sunny,Aloo Paratha,35,34,7
27-09-2024,Friday,394,Wedding,Hot,Veg Pulao,44,44,3
30-01-2024,Tuesday,175,,Cold,Paneer Butter Masala,41,39,9
11-09-2024,Wednesday,175,,Cloudy,Masala Dosa,46,43,3
20-06-2024,Thursday,261,,Sunny,Paneer Butter Masala,50,50,3
30-07-2024,Tuesday,384,,Rainy,Butter Naan,37,37,3
09-06-2024,Sunday,137,Festival,Rainy,Paella,44,44,3
20-02-2024,Tuesday,225,Wedding,Sunny,Fried Rice,50,50,3
20-02-2024,Tuesday,159,,Cold,Veg Pulao,25,22,3
23-12-2024,Monday,128,Festival,Rainy,Aloo Paratha,50,46,4
26-09-2024,Thursday,333,,Rainy,Paneer Butter Masala,39,39,3
03-10-2024,Thursday,51,,Sunny,Chole Bhature,38,38,3
29-02-2024,Thursday,343,,Cold,Ragi Mudde,46,42,4
26-06-2024,Wednesday,395,Wedding,Hot,Dal Tadka,50,50,3
28-09-2024,Saturday,377,,Sunny,Paneer Butter Masala,50,46,4
22-06-2024,Saturday,94,,Cold,Pizza Margherita,50,47,3
04-04-2024,Thursday,318,,Hot,Dal Tadka,50,47,3
21-10-2024,Monday,167,Wedding,Rainy,Pumpkin Soup,50,48,9
28-03-2024,Thursday,257,Wedding,Hot,Fried Rice,39,39,3
14-07-2024,Sunday,245,Wedding,Rainy,Grilled Fish,48,48,3
31-12-2024,Tuesday,379,Wedding,Cold,Mutton Curry,50,46,4
05-10-2024,Saturday,114,Wedding,Cloudy,Grilled Fish,50,49,7
21-02-2024,Wednesday,291,,Rainy,Paneer Butter Masala,50,46,4
26-09-2024,Thursday,312,,Cloudy,Chicken Biryani,39,39,3
05-04-2024,Friday,310,,Rainy,Veg Biryani,46,46,3
06-01-2024,Saturday,270,,Cloudy,Chicken Curry,36,36,3
28-03-2024,Thursday,256,,Rainy,Paneer Butter Masala,46,44,9
19-08-2024,Monday,261,,Cloudy,Chole Bhature,40,38,9
16-03-2024,Saturday,328,Corporate Party,Hot,Butter Naan,50,48,9
04-08-2024,Sunday,344,Wedding,Cloudy,Butter Naan,50,50,3
04-10-2024,Friday,111,,Cloudy,Paneer Butter Masala,24,22,9
13-08-2024,Tuesday,194,,Cloudy,Mutton Curry,25,25,3
28-02-2024,Wednesday,167,,Cold,Beetroot Salad,46,46,3
08-05-2024,Wednesday,158,,Hot,Pizza Margherita,44,44,3
01-11-2024,Friday,87,,Cloudy,Hakka Noodles,20,17,3
14-09-2024,Saturday,130,,Hot,Pasta Alfredo,26,26,3
19-04-2024,Friday,198,,Cloudy,Dal Tadka,38,38,3
19-11-2024,Tuesday,65,,Cold,Aloo Paratha,48,47,7
28-08-2024,Wednesday,363,,Sunny,Paneer Butter Masala,50,50,3
13-02-2024,Tuesday,367,,Cloudy,Veg Pulao,41,40,7
23-06-2024,Sunday,297,,Cold,Chicken Curry,33,32,7
26-05-2024,Sunday,350,Festival,Sunny,Butter Naan,50,50,3
23-02-2024,Friday,264,,Cold,Chicken Curry,34,32,9
29-12-2024,Sunday,316,Festival,Rainy,Chicken Curry,50,50,3
06-11-2024,Wednesday,297,,Sunny,Paneer Butter Masala,28,28,3
13-12-2024,Friday,234,,Cold,Aloo Paratha,48,46,9
07-12-2024,Saturday,53,,Cloudy,Zucchini Pasta,43,43,3
28-04-2024,Sunday,122,Corporate Party,Sunny,Veg Pulao,50,50,3
15-04-2024,Monday,109,,Cold,Fried Rice,25,25,3
22-02-2024,Thursday,372,Corporate Party,Cloudy,Fried Rice,42,41,7
12-03-2024,Tuesday,73,Corporate Party,Hot,Chicken Curry,33,33,3
16-06-2024,Sunday,211,,Cold,Grilled Fish,40,39,7
22-01-2024,Monday,190,,Sunny,Idli Sambar,35,34,7
10-07-2024,Wednesday,59,,Sunny,Paneer Butter Masala,39,35,4
09-05-2024,Thursday,261,,Hot,Veg Pulao,42,40,9
20-09-2024,Friday,175,,Cloudy,Chicken Curry,47,43,4
01-03-2024,Friday,324,,Rainy,Fried Rice,50,48,9
03-10-2024,Thursday,55,,Hot,Aloo Paratha,20,19,7
23-06-2024,Sunday,243,Festival,Cloudy,Chicken Curry,50,47,3
04-09-2024,Wednesday,70,,Cold,Paneer Tikka,26,23,3
25-05-2024,Saturday,360,,Cloudy,Paneer Tikka,50,50,3
05-07-2024,Friday,337,,Cold,Veg Biryani,50,50,3
30-09-2024,Monday,375,,Cloudy,Chicken Curry,38,37,7
24-05-2024,Friday,285,,Cloudy,Grilled Fish,36,36,3
22-01-2024,Monday,254,,Cold,Veg Biryani,50,47,3
01-05-2024,Wednesday,156,Corporate Party,Rainy,Butter Naan,50,50,3
01-08-2024,Thursday,227,,Hot,Mutton Curry,30,30,3
16-10-2024,Wednesday,354,,Hot,Chole Bhature,41,41,3
05-11-2024,Tuesday,228,,Hot,Paneer Butter Masala,44,44,3
04-04-2024,Thursday,110,Wedding,Cold,Pasta Alfredo,50,50,3
12-02-2024,Monday,206,,Cloudy,Dal Tadka,35,32,3
09-02-2024,Friday,277,Festival,Sunny,Fried Rice,50,50,3
25-01-2024,Thursday,226,Festival,Sunny,Paneer Tikka,34,30,4
11-11-2024,Monday,61,,Cold,Paneer Butter Masala,48,45,3
18-08-2024,Sunday,158,,Sunny,Veg Pulao,31,27,4
03-04-2024,Wednesday,99,,Cloudy,Idli Sambar,42,42,3
22-12-2024,Sunday,50,Corporate Party,Cloudy,Mutton Curry,28,28,3
21-06-2024,Friday,317,,Cloudy,Idli Sambar,50,48,9
25-03-2024,Monday,114,,Cloudy,Chicken Curry,46,43,3
04-01-2024,Thursday,108,Conference,Sunny,Chicken Biryani,50,47,3
09-09-2024,Monday,65,Corporate Party,Hot,Fried Rice,45,41,4
23-06-2024,Sunday,114,,Rainy,Pasta Alfredo,50,50,3
03-12-2024,Tuesday,152,,Hot,Fried Rice,40,38,9
16-01-2024,Tuesday,289,,Hot,Pav Bhaji,20,20,3
24-04-2024,Wednesday,197,,Cloudy,Veg Biryani,25,21,4
24-08-2024,Saturday,269,Corporate Party,Hot,Idli Sambar,50,50,3
17-05-2024,Friday,224,,Sunny,Fried Rice,27,27,3
22-05-2024,Wednesday,88,,Cold,Chole Bhature,23,21,9
23-04-2024,Tuesday,294,Festival,Cold,Mutton Curry,50,50,3
19-07-2024,Friday,266,,Cold,Fried Rice,30,30,3
25-11-2024,Monday,88,,Hot,Miso Soup,34,34,3
11-05-2024,Saturday,291,,Sunny,Chicken Curry,46,46,3
14-11-2024,Thursday,135,,Rainy,Pasta Alfredo,32,32,3
27-02-2024,Tuesday,391,,Cold,Chicken Biryani,43,43,3
28-04-2024,Sunday,329,,Hot,Fried Rice,50,46,4
17-03-2024,Sunday,160,Conference,Cold,Fried Rice,44,44,3
30-11-2024,Saturday,247,,Hot,Ragi Mudde,34,34,3
22-05-2024,Wednesday,343,,Sunny,Dal Tadka,44,42,9
25-04-2024,Thursday,277,,Hot,Fried Rice,37,37,3
19-08-2024,Monday,298,Conference,Sunny,Chicken Biryani,50,50,3
27-06-2024,Thursday,140,,Hot,Paneer Butter Masala,43,43,3
13-01-2024,Saturday,186,,Cold,Masala Dosa,38,36,9
19-03-2024,Tuesday,341,,Rainy,Dal Tadka,31,30,7
24-07-2024,Wednesday,367,Corporate Party,Hot,Pizza Margherita,43,43,3
06-09-2024,Friday,240,,Cold,Butter Naan,48,48,3
29-05-2024,Wednesday,216,Wedding,Rainy,Masala Dosa,48,46,9
09-01-2024,Tuesday,229,,Cold,Veg Manchurian,39,39,3
22-07-2024,Monday,86,,Sunny,Veg Manchurian,36,36,3
31-07-2024,Wednesday,82,,Rainy,Hakka Noodles,20,20,3
31-05-2024,Friday,311,Wedding,Sunny,Dal Tadka,50,50,3
18-06-2024,Tuesday,246,,Rainy,Fried Rice,27,27,3
23-05-2024,Thursday,331,Conference,Hot,Chicken Curry,32,31,7
22-07-2024,Monday,396,,Sunny,Beetroot Salad,47,47,3
19-11-2024,Tuesday,263,,Hot,Mutton Curry,28,26,9
19-03-2024,Tuesday,349,,Rainy,Veg Manchurian,34,34,3
11-07-2024,Thursday,65,,Sunny,Fried Rice,30,30,3
08-08-2024,Thursday,399,,Cold,Chicken Biryani,50,50,3
13-02-2024,Tuesday,388,Conference,Rainy,Hakka Noodles,50,47,3
24-07-2024,Wednesday,280,,Hot,Pav Bhaji,33,33,3
30-11-2024,Saturday,177,Wedding,Sunny,Veg Manchurian,44,44,3
01-10-2024,Tuesday,70,,Cloudy,Aloo Paratha,41,41,3
24-12-2024,Tuesday,377,,Cloudy,Zucchini Pasta,29,27,9
20-04-2024,Saturday,298,Festival,Hot,Paneer Tikka,36,36,3
10-12-2024,Tuesday,111,Corporate Party,Hot,Tofu Curry,37,37,3
06-12-2024,Friday,111,,Rainy,Butter Naan,50,50,3
12-03-2024,Tuesday,210,Festival,Cold,Pizza Margherita,49,49,3
23-11-2024,Saturday,210,Festival,Hot,Mutton Curry,50,48,9
17-07-2024,Wednesday,314,,Cloudy,Mutton Curry,50,46,4
22-11-2024,Friday,137,,Cloudy,Chicken Biryani,43,41,9
05-09-2024,Thursday,253,Wedding,Cloudy,Idli Sambar,44,43,7
17-04-2024,Wednesday,287,,Hot,Paneer Butter Masala,23,23,3
03-07-2024,Wednesday,89,,Cold,Butter Naan,38,34,4
30-03-2024,Saturday,341,,Hot,Idli Sambar,50,50,3
